AnnoA;AteneoNOME;AteneoCOD;SESSO;Isc
2020/2021;Aosta;701;F;719
2020/2021;Aosta;701;M;320
2020/2021;Bari;7201;F;26335
2020/2021;Bari;7201;M;15773
2020/2021;Bari Politecnico;7202;F;2994
2020/2021;Bari Politecnico;7202;M;6941
2020/2021;Basilicata;7601;F;3536
2020/2021;Basilicata;7601;M;2551
2020/2021;Benevento Giustino Fortunato - telematica;6202;F;944
2020/2021;Benevento Giustino Fortunato - telematica;6202;M;859
2020/2021;Bergamo;1601;F;13107
2020/2021;Bergamo;1601;M;7733
2020/2021;Bologna;3701;F;45890
2020/2021;Bologna;3701;M;35962
2020/2021;Bolzano;2101;F;2816
2020/2021;Bolzano;2101;M;1241
2020/2021;Bra Scienze Gastronomiche;401;F;193
2020/2021;Bra Scienze Gastronomiche;401;M;194
2020/2021;Brescia;1701;F;6819
2020/2021;Brescia;1701;M;7911
2020/2021;Cagliari;9201;F;14618
2020/2021;Cagliari;9201;M;10106
2020/2021;Calabria;7801;F;14044
2020/2021;Calabria;7801;M;10107
2020/2021;Camerino;4302;F;3072
2020/2021;Camerino;4302;M;3415
2020/2021;Casamassima - G.Degennaro;7203;F;639
2020/2021;Casamassima - G.Degennaro;7203;M;931
2020/2021;Cassino;6001;F;3773
2020/2021;Cassino;6001;M;3262
2020/2021;Castellanza LIUC;1201;F;966
2020/2021;Castellanza LIUC;1201;M;1798
2020/2021;Catania;8701;F;21946
2020/2021;Catania;8701;M;16051
2020/2021;Catanzaro;7901;F;6649
2020/2021;Catanzaro;7901;M;4142
2020/2021;Chieti e Pescara;6901;F;14655
2020/2021;Chieti e Pescara;6901;M;7953
2020/2021;Enna KORE;8601;F;3285
2020/2021;Enna KORE;8601;M;1544
2020/2021;Ferrara;3801;F;15030
2020/2021;Ferrara;3801;M;10156
2020/2021;Firenze;4801;F;31055
2020/2021;Firenze;4801;M;22571
2020/2021;Firenze IUL - telematica;4804;F;470
2020/2021;Firenze IUL - telematica;4804;M;188
2020/2021;Foggia;7101;F;7172
2020/2021;Foggia;7101;M;4207
2020/2021;Genova;1001;F;18048
2020/2021;Genova;1001;M;14161
2020/2021;Insubria;1202;F;6382
2020/2021;Insubria;1202;M;5344
2020/2021;L'Aquila;6601;F;8707
2020/2021;L'Aquila;6601;M;7200
2020/2021;Macerata;4301;F;7421
2020/2021;Macerata;4301;M;2601
2020/2021;Marche;4201;F;6783
2020/2021;Marche;4201;M;8237
2020/2021;Messina;8301;F;14655
2020/2021;Messina;8301;M;8888
2020/2021;Milano;1501;F;36456
2020/2021;Milano;1501;M;24830
2020/2021;Milano Bicocca;1509;F;21176
2020/2021;Milano Bicocca;1509;M;13211
2020/2021;Milano Bocconi;1503;F;5641
2020/2021;Milano Bocconi;1503;M;8028
2020/2021;Milano Cattolica;1504;F;27866
2020/2021;Milano Cattolica;1504;M;13842
2020/2021;Milano IULM;1505;F;5206
2020/2021;Milano IULM;1505;M;1877
2020/2021;Milano Politecnico;1502;F;15807
2020/2021;Milano Politecnico;1502;M;30418
2020/2021;Milano San Raffaele;1508;F;2115
2020/2021;Milano San Raffaele;1508;M;1193
2020/2021;Modena e Reggio Emilia;3601;F;14579
2020/2021;Modena e Reggio Emilia;3601;M;12882
2020/2021;Molise;7001;F;3984
2020/2021;Molise;7001;M;2664
2020/2021;Napoli Benincasa;6304;F;7160
2020/2021;Napoli Benincasa;6304;M;1275
2020/2021;Napoli Federico II;6301;F;41857
2020/2021;Napoli Federico II;6301;M;33310
2020/2021;Napoli L'Orientale;6303;F;9204
2020/2021;Napoli L'Orientale;6303;M;2287
2020/2021;Napoli Parthenope;6302;F;4675
2020/2021;Napoli Parthenope;6302;M;6364
2020/2021;Napoli Pegaso - telematica;6307;F;31538
2020/2021;Napoli Pegaso - telematica;6307;M;35996
2020/2021;Napoli Vanvitelli;6306;F;13329
2020/2021;Napoli Vanvitelli;6306;M;9042
2020/2021;Novedrate e-Campus - telematica;1301;F;17285
2020/2021;Novedrate e-Campus - telematica;1301;M;14856
2020/2021;Padova;2801;F;33423
2020/2021;Padova;2801;M;29388
2020/2021;Palermo;8201;F;24311
2020/2021;Palermo;8201;M;17345
2020/2021;Parma;3401;F;16418
2020/2021;Parma;3401;M;11707
2020/2021;Pavia;1801;F;13325
2020/2021;Pavia;1801;M;10395
2020/2021;Perugia;5401;F;15528
2020/2021;Perugia;5401;M;10666
2020/2021;Perugia Stranieri;5403;F;776
2020/2021;Perugia Stranieri;5403;M;374
2020/2021;Piemonte Orientale;201;F;8253
2020/2021;Piemonte Orientale;201;M;5440
2020/2021;Pisa;5001;F;23123
2020/2021;Pisa;5001;M;21507
2020/2021;Reggio Calabria;8001;F;2715
2020/2021;Reggio Calabria;8001;M;2141
2020/2021;Reggio Calabria - Dante Alighieri;8003;F;500
2020/2021;Reggio Calabria - Dante Alighieri;8003;M;99
2020/2021;Roma  Mercatorum - telematica;5814;F;7106
2020/2021;Roma  Mercatorum - telematica;5814;M;10361
2020/2021;Roma Biomedico;5808;F;1362
2020/2021;Roma Biomedico;5808;M;867
2020/2021;Roma Europea;5812;F;1236
2020/2021;Roma Europea;5812;M;460
2020/2021;Roma Foro Italico;5806;F;612
2020/2021;Roma Foro Italico;5806;M;1547
2020/2021;Roma La Sapienza;5801;F;59728
2020/2021;Roma La Sapienza;5801;M;43328
2020/2021;Roma Link Campus;5817;F;170
2020/2021;Roma Link Campus;5817;M;445
2020/2021;Roma LUISS;5805;F;4547
2020/2021;Roma LUISS;5805;M;5166
2020/2021;Roma LUMSA;5803;F;4729
2020/2021;Roma LUMSA;5803;M;1984
2020/2021;Roma Marconi - telematica;5810;F;6013
2020/2021;Roma Marconi - telematica;5810;M;5201
2020/2021;Roma Saint Camillus;5818;F;702
2020/2021;Roma Saint Camillus;5818;M;407
2020/2021;Roma San Raffaele - telematica;5816;F;3727
2020/2021;Roma San Raffaele - telematica;5816;M;4246
2020/2021;Roma Tor Vergata;5802;F;14821
2020/2021;Roma Tor Vergata;5802;M;12696
2020/2021;Roma Tre;5807;F;19092
2020/2021;Roma Tre;5807;M;12697
2020/2021;Roma UNICUSANO - telematica;5815;F;6934
2020/2021;Roma UNICUSANO - telematica;5815;M;7611
2020/2021;Roma UNINETTUNO - telematica;5813;F;6972
2020/2021;Roma UNINETTUNO - telematica;5813;M;9478
2020/2021;Roma UNINT;5809;F;1542
2020/2021;Roma UNINT;5809;M;371
2020/2021;Roma UNITELMA - telematica;5811;F;1447
2020/2021;Roma UNITELMA - telematica;5811;M;1412
2020/2021;Rozzano (MI) Humanitas University;1510;F;903
2020/2021;Rozzano (MI) Humanitas University;1510;M;530
2020/2021;Salento;7501;F;11310
2020/2021;Salento;7501;M;6993
2020/2021;Salerno;6501;F;19274
2020/2021;Salerno;6501;M;15449
2020/2021;Sannio;6201;F;2062
2020/2021;Sannio;6201;M;1996
2020/2021;Sassari;9001;F;8463
2020/2021;Sassari;9001;M;5012
2020/2021;Siena;5201;F;9763
2020/2021;Siena;5201;M;6150
2020/2021;Siena Stranieri;5202;F;1844
2020/2021;Siena Stranieri;5202;M;387
2020/2021;Teramo;6701;F;3144
2020/2021;Teramo;6701;M;2389
2020/2021;Torino;101;F;47682
2020/2021;Torino;101;M;29846
2020/2021;Torino Politecnico;102;F;9689
2020/2021;Torino Politecnico;102;M;23435
2020/2021;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;28
2020/2021;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;17
2020/2021;Trento;2201;F;8478
2020/2021;Trento;2201;M;8140
2020/2021;Trieste;3201;F;9008
2020/2021;Trieste;3201;M;6733
2020/2021;Tuscia;5601;F;4037
2020/2021;Tuscia;5601;M;3837
2020/2021;Udine;3001;F;7928
2020/2021;Udine;3001;M;7025
2020/2021;Urbino;4101;F;9396
2020/2021;Urbino;4101;M;5439
2020/2021;Venezia Cà Foscari;2701;F;13206
2020/2021;Venezia Cà Foscari;2701;M;7542
2020/2021;Venezia Iuav;2702;F;2223
2020/2021;Venezia Iuav;2702;M;1728
2020/2021;Verona;2301;F;15016
2020/2021;Verona;2301;M;8265
2019/2020;Aosta;701;F;701
2019/2020;Aosta;701;M;317
2019/2020;Bari;7201;F;26478
2019/2020;Bari;7201;M;15733
2019/2020;Bari Politecnico;7202;F;3051
2019/2020;Bari Politecnico;7202;M;6820
2019/2020;Basilicata;7601;F;3595
2019/2020;Basilicata;7601;M;2683
2019/2020;Benevento Giustino Fortunato - telematica;6202;F;623
2019/2020;Benevento Giustino Fortunato - telematica;6202;M;646
2019/2020;Bergamo;1601;F;13222
2019/2020;Bergamo;1601;M;7878
2019/2020;Bologna;3701;F;44568
2019/2020;Bologna;3701;M;35472
2019/2020;Bolzano;2101;F;2738
2019/2020;Bolzano;2101;M;1216
2019/2020;Bra Scienze Gastronomiche;401;F;180
2019/2020;Bra Scienze Gastronomiche;401;M;192
2019/2020;Brescia;1701;F;6590
2019/2020;Brescia;1701;M;7825
2019/2020;Cagliari;9201;F;14708
2019/2020;Cagliari;9201;M;10457
2019/2020;Calabria;7801;F;14217
2019/2020;Calabria;7801;M;10226
2019/2020;Camerino;4302;F;3101
2019/2020;Camerino;4302;M;3219
2019/2020;Casamassima - G.Degennaro;7203;F;654
2019/2020;Casamassima - G.Degennaro;7203;M;942
2019/2020;Cassino;6001;F;3782
2019/2020;Cassino;6001;M;3267
2019/2020;Castellanza LIUC;1201;F;877
2019/2020;Castellanza LIUC;1201;M;1610
2019/2020;Catania;8701;F;21678
2019/2020;Catania;8701;M;16336
2019/2020;Catanzaro;7901;F;6735
2019/2020;Catanzaro;7901;M;4227
2019/2020;Chieti e Pescara;6901;F;14743
2019/2020;Chieti e Pescara;6901;M;8129
2019/2020;Enna KORE;8601;F;3158
2019/2020;Enna KORE;8601;M;1600
2019/2020;Ferrara;3801;F;13451
2019/2020;Ferrara;3801;M;9300
2019/2020;Firenze;4801;F;29829
2019/2020;Firenze;4801;M;22054
2019/2020;Firenze IUL - telematica;4804;F;287
2019/2020;Firenze IUL - telematica;4804;M;106
2019/2020;Foggia;7101;F;6555
2019/2020;Foggia;7101;M;3941
2019/2020;Genova;1001;F;16962
2019/2020;Genova;1001;M;13574
2019/2020;Insubria;1202;F;6138
2019/2020;Insubria;1202;M;5252
2019/2020;L'Aquila;6601;F;8655
2019/2020;L'Aquila;6601;M;7069
2019/2020;Macerata;4301;F;7345
2019/2020;Macerata;4301;M;2619
2019/2020;Marche;4201;F;6745
2019/2020;Marche;4201;M;8261
2019/2020;Messina;8301;F;14250
2019/2020;Messina;8301;M;8340
2019/2020;Milano;1501;F;35917
2019/2020;Milano;1501;M;25154
2019/2020;Milano Bicocca;1509;F;20399
2019/2020;Milano Bicocca;1509;M;13221
2019/2020;Milano Bocconi;1503;F;5611
2019/2020;Milano Bocconi;1503;M;7944
2019/2020;Milano Cattolica;1504;F;27341
2019/2020;Milano Cattolica;1504;M;13924
2019/2020;Milano IULM;1505;F;4912
2019/2020;Milano IULM;1505;M;1874
2019/2020;Milano Politecnico;1502;F;15303
2019/2020;Milano Politecnico;1502;M;30132
2019/2020;Milano San Raffaele;1508;F;1837
2019/2020;Milano San Raffaele;1508;M;1124
2019/2020;Modena e Reggio Emilia;3601;F;14107
2019/2020;Modena e Reggio Emilia;3601;M;12561
2019/2020;Molise;7001;F;3900
2019/2020;Molise;7001;M;2807
2019/2020;Napoli Benincasa;6304;F;7121
2019/2020;Napoli Benincasa;6304;M;1243
2019/2020;Napoli Federico II;6301;F;40933
2019/2020;Napoli Federico II;6301;M;33187
2019/2020;Napoli L'Orientale;6303;F;9244
2019/2020;Napoli L'Orientale;6303;M;2336
2019/2020;Napoli Parthenope;6302;F;4619
2019/2020;Napoli Parthenope;6302;M;6111
2019/2020;Napoli Pegaso - telematica;6307;F;23447
2019/2020;Napoli Pegaso - telematica;6307;M;30509
2019/2020;Napoli Vanvitelli;6306;F;13356
2019/2020;Napoli Vanvitelli;6306;M;9373
2019/2020;Novedrate e-Campus - telematica;1301;F;11486
2019/2020;Novedrate e-Campus - telematica;1301;M;10463
2019/2020;Padova;2801;F;31707
2019/2020;Padova;2801;M;28275
2019/2020;Palermo;8201;F;23709
2019/2020;Palermo;8201;M;16998
2019/2020;Parma;3401;F;15388
2019/2020;Parma;3401;M;11282
2019/2020;Pavia;1801;F;12992
2019/2020;Pavia;1801;M;10309
2019/2020;Perugia;5401;F;13593
2019/2020;Perugia;5401;M;9916
2019/2020;Perugia Stranieri;5403;F;714
2019/2020;Perugia Stranieri;5403;M;380
2019/2020;Piemonte Orientale;201;F;7948
2019/2020;Piemonte Orientale;201;M;5176
2019/2020;Pisa;5001;F;22740
2019/2020;Pisa;5001;M;21554
2019/2020;Reggio Calabria;8001;F;2535
2019/2020;Reggio Calabria;8001;M;2329
2019/2020;Reggio Calabria - Dante Alighieri;8003;F;567
2019/2020;Reggio Calabria - Dante Alighieri;8003;M;130
2019/2020;Roma  Mercatorum - telematica;5814;F;2029
2019/2020;Roma  Mercatorum - telematica;5814;M;4235
2019/2020;Roma Biomedico;5808;F;1233
2019/2020;Roma Biomedico;5808;M;786
2019/2020;Roma Europea;5812;F;1075
2019/2020;Roma Europea;5812;M;419
2019/2020;Roma Foro Italico;5806;F;567
2019/2020;Roma Foro Italico;5806;M;1519
2019/2020;Roma La Sapienza;5801;F;59542
2019/2020;Roma La Sapienza;5801;M;44055
2019/2020;Roma Link Campus;5817;F;258
2019/2020;Roma Link Campus;5817;M;620
2019/2020;Roma LUISS;5805;F;4313
2019/2020;Roma LUISS;5805;M;5154
2019/2020;Roma LUMSA;5803;F;4253
2019/2020;Roma LUMSA;5803;M;1892
2019/2020;Roma Marconi - telematica;5810;F;5249
2019/2020;Roma Marconi - telematica;5810;M;4996
2019/2020;Roma Saint Camillus;5818;F;364
2019/2020;Roma Saint Camillus;5818;M;196
2019/2020;Roma San Raffaele - telematica;5816;F;2933
2019/2020;Roma San Raffaele - telematica;5816;M;3770
2019/2020;Roma Tor Vergata;5802;F;14288
2019/2020;Roma Tor Vergata;5802;M;12571
2019/2020;Roma Tre;5807;F;18318
2019/2020;Roma Tre;5807;M;12500
2019/2020;Roma UNICUSANO - telematica;5815;F;10149
2019/2020;Roma UNICUSANO - telematica;5815;M;13433
2019/2020;Roma UNINETTUNO - telematica;5813;F;6157
2019/2020;Roma UNINETTUNO - telematica;5813;M;8979
2019/2020;Roma UNINT;5809;F;1416
2019/2020;Roma UNINT;5809;M;352
2019/2020;Roma UNITELMA - telematica;5811;F;1107
2019/2020;Roma UNITELMA - telematica;5811;M;1135
2019/2020;Rozzano (MI) Humanitas University;1510;F;757
2019/2020;Rozzano (MI) Humanitas University;1510;M;423
2019/2020;Salento;7501;F;10790
2019/2020;Salento;7501;M;6655
2019/2020;Salerno;6501;F;19502
2019/2020;Salerno;6501;M;15639
2019/2020;Sannio;6201;F;2227
2019/2020;Sannio;6201;M;2073
2019/2020;Sassari;9001;F;8361
2019/2020;Sassari;9001;M;4919
2019/2020;Siena;5201;F;9360
2019/2020;Siena;5201;M;6105
2019/2020;Siena Stranieri;5202;F;1801
2019/2020;Siena Stranieri;5202;M;369
2019/2020;Teramo;6701;F;3136
2019/2020;Teramo;6701;M;2355
2019/2020;Torino;101;F;45909
2019/2020;Torino;101;M;29097
2019/2020;Torino Politecnico;102;F;9475
2019/2020;Torino Politecnico;102;M;23533
2019/2020;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;37
2019/2020;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;22
2019/2020;Trento;2201;F;8554
2019/2020;Trento;2201;M;8231
2019/2020;Trieste;3201;F;8865
2019/2020;Trieste;3201;M;6610
2019/2020;Tuscia;5601;F;4050
2019/2020;Tuscia;5601;M;3861
2019/2020;Udine;3001;F;7730
2019/2020;Udine;3001;M;7121
2019/2020;Urbino;4101;F;9040
2019/2020;Urbino;4101;M;5467
2019/2020;Venezia Cà Foscari;2701;F;13507
2019/2020;Venezia Cà Foscari;2701;M;7557
2019/2020;Venezia Iuav;2702;F;2120
2019/2020;Venezia Iuav;2702;M;1689
2019/2020;Verona;2301;F;14474
2019/2020;Verona;2301;M;7946
2018/2019;Aosta;701;F;708
2018/2019;Aosta;701;M;316
2018/2019;Bari;7201;F;26715
2018/2019;Bari;7201;M;15980
2018/2019;Bari Politecnico;7202;F;3009
2018/2019;Bari Politecnico;7202;M;6808
2018/2019;Basilicata;7601;F;3711
2018/2019;Basilicata;7601;M;2705
2018/2019;Benevento Giustino Fortunato - telematica;6202;F;392
2018/2019;Benevento Giustino Fortunato - telematica;6202;M;551
2018/2019;Bergamo;1601;F;12043
2018/2019;Bergamo;1601;M;7410
2018/2019;Bologna;3701;F;44745
2018/2019;Bologna;3701;M;35394
2018/2019;Bolzano;2101;F;2559
2018/2019;Bolzano;2101;M;1198
2018/2019;Bra Scienze Gastronomiche;401;F;168
2018/2019;Bra Scienze Gastronomiche;401;M;192
2018/2019;Brescia;1701;F;6374
2018/2019;Brescia;1701;M;7590
2018/2019;Cagliari;9201;F;14572
2018/2019;Cagliari;9201;M;10272
2018/2019;Calabria;7801;F;14610
2018/2019;Calabria;7801;M;10686
2018/2019;Camerino;4302;F;3397
2018/2019;Camerino;4302;M;3427
2018/2019;Casamassima - G.Degennaro;7203;F;599
2018/2019;Casamassima - G.Degennaro;7203;M;903
2018/2019;Cassino;6001;F;3911
2018/2019;Cassino;6001;M;3338
2018/2019;Castellanza LIUC;1201;F;794
2018/2019;Castellanza LIUC;1201;M;1491
2018/2019;Catania;8701;F;22607
2018/2019;Catania;8701;M;16845
2018/2019;Catanzaro;7901;F;6613
2018/2019;Catanzaro;7901;M;4167
2018/2019;Chieti e Pescara;6901;F;15095
2018/2019;Chieti e Pescara;6901;M;8572
2018/2019;Enna KORE;8601;F;3158
2018/2019;Enna KORE;8601;M;1662
2018/2019;Ferrara;3801;F;11811
2018/2019;Ferrara;3801;M;8505
2018/2019;Firenze;4801;F;29879
2018/2019;Firenze;4801;M;21811
2018/2019;Firenze IUL - telematica;4804;F;201
2018/2019;Firenze IUL - telematica;4804;M;73
2018/2019;Foggia;7101;F;6427
2018/2019;Foggia;7101;M;3929
2018/2019;Genova;1001;F;16751
2018/2019;Genova;1001;M;13521
2018/2019;Insubria;1202;F;5828
2018/2019;Insubria;1202;M;4874
2018/2019;L'Aquila;6601;F;8889
2018/2019;L'Aquila;6601;M;7023
2018/2019;Macerata;4301;F;7441
2018/2019;Macerata;4301;M;2765
2018/2019;Marche;4201;F;6718
2018/2019;Marche;4201;M;8288
2018/2019;Messina;8301;F;14100
2018/2019;Messina;8301;M;8353
2018/2019;Milano;1501;F;34735
2018/2019;Milano;1501;M;24684
2018/2019;Milano Bicocca;1509;F;20253
2018/2019;Milano Bicocca;1509;M;12885
2018/2019;Milano Bocconi;1503;F;5762
2018/2019;Milano Bocconi;1503;M;7763
2018/2019;Milano Cattolica;1504;F;26174
2018/2019;Milano Cattolica;1504;M;13725
2018/2019;Milano IULM;1505;F;4454
2018/2019;Milano IULM;1505;M;1797
2018/2019;Milano Politecnico;1502;F;14857
2018/2019;Milano Politecnico;1502;M;29789
2018/2019;Milano San Raffaele;1508;F;1719
2018/2019;Milano San Raffaele;1508;M;1084
2018/2019;Modena e Reggio Emilia;3601;F;13266
2018/2019;Modena e Reggio Emilia;3601;M;11680
2018/2019;Molise;7001;F;3984
2018/2019;Molise;7001;M;2823
2018/2019;Napoli Benincasa;6304;F;7011
2018/2019;Napoli Benincasa;6304;M;1206
2018/2019;Napoli Federico II;6301;F;41103
2018/2019;Napoli Federico II;6301;M;33585
2018/2019;Napoli L'Orientale;6303;F;9226
2018/2019;Napoli L'Orientale;6303;M;2363
2018/2019;Napoli Parthenope;6302;F;4834
2018/2019;Napoli Parthenope;6302;M;6428
2018/2019;Napoli Pegaso - telematica;6307;F;16552
2018/2019;Napoli Pegaso - telematica;6307;M;23244
2018/2019;Napoli Vanvitelli;6306;F;13996
2018/2019;Napoli Vanvitelli;6306;M;9941
2018/2019;Novedrate e-Campus - telematica;1301;F;8006
2018/2019;Novedrate e-Campus - telematica;1301;M;7652
2018/2019;Padova;2801;F;31065
2018/2019;Padova;2801;M;27707
2018/2019;Palermo;8201;F;22881
2018/2019;Palermo;8201;M;16588
2018/2019;Parma;3401;F;14731
2018/2019;Parma;3401;M;11030
2018/2019;Pavia;1801;F;12802
2018/2019;Pavia;1801;M;10304
2018/2019;Perugia;5401;F;13393
2018/2019;Perugia;5401;M;10101
2018/2019;Perugia Stranieri;5403;F;671
2018/2019;Perugia Stranieri;5403;M;380
2018/2019;Piemonte Orientale;201;F;7734
2018/2019;Piemonte Orientale;201;M;4914
2018/2019;Pisa;5001;F;22724
2018/2019;Pisa;5001;M;21644
2018/2019;Reggio Calabria;8001;F;2492
2018/2019;Reggio Calabria;8001;M;2443
2018/2019;Reggio Calabria - Dante Alighieri;8003;F;640
2018/2019;Reggio Calabria - Dante Alighieri;8003;M;140
2018/2019;Roma  Mercatorum - telematica;5814;F;890
2018/2019;Roma  Mercatorum - telematica;5814;M;2554
2018/2019;Roma Biomedico;5808;F;1132
2018/2019;Roma Biomedico;5808;M;710
2018/2019;Roma Europea;5812;F;851
2018/2019;Roma Europea;5812;M;388
2018/2019;Roma Foro Italico;5806;F;555
2018/2019;Roma Foro Italico;5806;M;1576
2018/2019;Roma La Sapienza;5801;F;58356
2018/2019;Roma La Sapienza;5801;M;43529
2018/2019;Roma Link Campus;5817;F;472
2018/2019;Roma Link Campus;5817;M;1379
2018/2019;Roma LUISS;5805;F;4218
2018/2019;Roma LUISS;5805;M;5070
2018/2019;Roma LUMSA;5803;F;3984
2018/2019;Roma LUMSA;5803;M;1756
2018/2019;Roma Marconi - telematica;5810;F;4871
2018/2019;Roma Marconi - telematica;5810;M;4758
2018/2019;Roma Saint Camillus;5818;F;132
2018/2019;Roma Saint Camillus;5818;M;75
2018/2019;Roma San Raffaele - telematica;5816;F;2375
2018/2019;Roma San Raffaele - telematica;5816;M;3094
2018/2019;Roma Tor Vergata;5802;F;14536
2018/2019;Roma Tor Vergata;5802;M;13287
2018/2019;Roma Tre;5807;F;18494
2018/2019;Roma Tre;5807;M;12700
2018/2019;Roma UNICUSANO - telematica;5815;F;9941
2018/2019;Roma UNICUSANO - telematica;5815;M;14278
2018/2019;Roma UNINETTUNO - telematica;5813;F;5271
2018/2019;Roma UNINETTUNO - telematica;5813;M;7919
2018/2019;Roma UNINT;5809;F;1206
2018/2019;Roma UNINT;5809;M;333
2018/2019;Roma UNITELMA - telematica;5811;F;833
2018/2019;Roma UNITELMA - telematica;5811;M;915
2018/2019;Rozzano (MI) Humanitas University;1510;F;611
2018/2019;Rozzano (MI) Humanitas University;1510;M;339
2018/2019;Salento;7501;F;10579
2018/2019;Salento;7501;M;6434
2018/2019;Salerno;6501;F;19922
2018/2019;Salerno;6501;M;15428
2018/2019;Sannio;6201;F;2388
2018/2019;Sannio;6201;M;2245
2018/2019;Sassari;9001;F;8350
2018/2019;Sassari;9001;M;4891
2018/2019;Siena;5201;F;9291
2018/2019;Siena;5201;M;6433
2018/2019;Siena Stranieri;5202;F;1768
2018/2019;Siena Stranieri;5202;M;385
2018/2019;Teramo;6701;F;3125
2018/2019;Teramo;6701;M;2395
2018/2019;Torino;101;F;44605
2018/2019;Torino;101;M;28293
2018/2019;Torino Politecnico;102;F;9189
2018/2019;Torino Politecnico;102;M;23301
2018/2019;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;41
2018/2019;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;30
2018/2019;Trento;2201;F;8374
2018/2019;Trento;2201;M;8153
2018/2019;Trieste;3201;F;8639
2018/2019;Trieste;3201;M;6677
2018/2019;Tuscia;5601;F;3867
2018/2019;Tuscia;5601;M;3907
2018/2019;Udine;3001;F;7742
2018/2019;Udine;3001;M;7115
2018/2019;Urbino;4101;F;8822
2018/2019;Urbino;4101;M;5405
2018/2019;Venezia Cà Foscari;2701;F;13359
2018/2019;Venezia Cà Foscari;2701;M;7428
2018/2019;Venezia Iuav;2702;F;2147
2018/2019;Venezia Iuav;2702;M;1814
2018/2019;Verona;2301;F;14624
2018/2019;Verona;2301;M;8123
2017/2018;Aosta;701;F;750
2017/2018;Aosta;701;M;301
2017/2018;Bari;7201;F;27058
2017/2018;Bari;7201;M;16233
2017/2018;Bari Politecnico;7202;F;3044
2017/2018;Bari Politecnico;7202;M;6713
2017/2018;Basilicata;7601;F;3766
2017/2018;Basilicata;7601;M;2813
2017/2018;Benevento Giustino Fortunato - telematica;6202;F;281
2017/2018;Benevento Giustino Fortunato - telematica;6202;M;542
2017/2018;Bergamo;1601;F;11143
2017/2018;Bergamo;1601;M;6953
2017/2018;Bologna;3701;F;44119
2017/2018;Bologna;3701;M;35401
2017/2018;Bolzano;2101;F;2502
2017/2018;Bolzano;2101;M;1179
2017/2018;Bra Scienze Gastronomiche;401;F;161
2017/2018;Bra Scienze Gastronomiche;401;M;179
2017/2018;Brescia;1701;F;6406
2017/2018;Brescia;1701;M;7562
2017/2018;Cagliari;9201;F;14777
2017/2018;Cagliari;9201;M;10386
2017/2018;Calabria;7801;F;15082
2017/2018;Calabria;7801;M;10956
2017/2018;Camerino;4302;F;3398
2017/2018;Camerino;4302;M;3387
2017/2018;Casamassima - G.Degennaro;7203;F;603
2017/2018;Casamassima - G.Degennaro;7203;M;950
2017/2018;Cassino;6001;F;3885
2017/2018;Cassino;6001;M;3346
2017/2018;Castellanza LIUC;1201;F;745
2017/2018;Castellanza LIUC;1201;M;1365
2017/2018;Catania;8701;F;24425
2017/2018;Catania;8701;M;17650
2017/2018;Catanzaro;7901;F;6297
2017/2018;Catanzaro;7901;M;4106
2017/2018;Chieti e Pescara;6901;F;15401
2017/2018;Chieti e Pescara;6901;M;8800
2017/2018;Enna KORE;8601;F;3326
2017/2018;Enna KORE;8601;M;1855
2017/2018;Ferrara;3801;F;10553
2017/2018;Ferrara;3801;M;7847
2017/2018;Firenze;4801;F;30315
2017/2018;Firenze;4801;M;21397
2017/2018;Firenze IUL - telematica;4804;F;160
2017/2018;Firenze IUL - telematica;4804;M;65
2017/2018;Foggia;7101;F;6334
2017/2018;Foggia;7101;M;3860
2017/2018;Genova;1001;F;17474
2017/2018;Genova;1001;M;14511
2017/2018;Insubria;1202;F;5400
2017/2018;Insubria;1202;M;4645
2017/2018;L'Aquila;6601;F;9125
2017/2018;L'Aquila;6601;M;7093
2017/2018;Macerata;4301;F;7282
2017/2018;Macerata;4301;M;2772
2017/2018;Marche;4201;F;6857
2017/2018;Marche;4201;M;8345
2017/2018;Messina;8301;F;14333
2017/2018;Messina;8301;M;8604
2017/2018;Milano;1501;F;35261
2017/2018;Milano;1501;M;25385
2017/2018;Milano Bicocca;1509;F;20227
2017/2018;Milano Bicocca;1509;M;12947
2017/2018;Milano Bocconi;1503;F;5907
2017/2018;Milano Bocconi;1503;M;7521
2017/2018;Milano Cattolica;1504;F;25046
2017/2018;Milano Cattolica;1504;M;13455
2017/2018;Milano IULM;1505;F;4062
2017/2018;Milano IULM;1505;M;1670
2017/2018;Milano Politecnico;1502;F;14511
2017/2018;Milano Politecnico;1502;M;29162
2017/2018;Milano San Raffaele;1508;F;1579
2017/2018;Milano San Raffaele;1508;M;1022
2017/2018;Modena e Reggio Emilia;3601;F;12527
2017/2018;Modena e Reggio Emilia;3601;M;11231
2017/2018;Molise;7001;F;4097
2017/2018;Molise;7001;M;2797
2017/2018;Napoli Benincasa;6304;F;7023
2017/2018;Napoli Benincasa;6304;M;1206
2017/2018;Napoli Federico II;6301;F;41471
2017/2018;Napoli Federico II;6301;M;33787
2017/2018;Napoli L'Orientale;6303;F;8845
